state,county_fips,week,mask_user_pct,mask_mandate,gop_vote_share_2016,deaths_per_10k,COVID_news,retail_visit_per_hundred,COVID_news_cable,urban_population_percentage,image_users,mask_users,population_density,week_counter,week_counter_log,population
New Jersey,34027,2020-03-01 to 2020-03-07,0.0044843049327354,No,52.2807354063209,0.0,0.909090909090909,3.3323506389208,0.733788395904437,93.23,223,1,1069.8,1,0,491845
Texas,48183,2020-03-01 to 2020-03-07,0.0,No,71.1702549855925,0.0,0.909090909090909,8.45536326596474,0.733788395904437,86.64,64,0,445.4,1,0,123945
California,6017,2020-03-01 to 2020-03-07,0.0,No,57.4750229257856,0.0,0.909090909090909,2.00888805919842,0.733788395904437,65.3,83,0,106.0,1,0,192843
North Carolina,37071,2020-03-01 to 2020-03-07,0.0,No,66.4874687665587,0.0,0.909090909090909,4.26448253900387,0.733788395904437,80.35,106,0,578.8,1,0,224529
Texas,48397,2020-03-01 to 2020-03-07,0.0,No,74.6693312998057,0.0,0.909090909090909,7.0866892246104,0.733788395904437,83.96,61,0,616.7,1,0,104915
Tennessee,47119,2020-03-01 to 2020-03-07,0.0,No,70.3434200017887,0.0,0.909090909090909,4.68320416653698,0.733788395904437,58.41,42,0,132.0,1,0,96387
Florida,12086,2020-03-01 to 2020-03-07,0.0068746694870438,No,34.8777846534366,0.0,0.909090909090909,3.35649664696313,0.733788395904437,99.6,3782,26,1315.5,1,0,2716940
New York,36113,2020-03-01 to 2020-03-07,0.0,No,55.6881091617925,0.0,0.909090909090909,3.13242837482797,0.733788395904437,66.07,40,0,75.8,1,0,63944
California,6021,2020-03-01 to 2020-03-07,0.0,No,65.3789675815804,0.0,0.909090909090909,1.97936111013278,0.733788395904437,59.13,5,0,21.4,1,0,28393
New York,36083,2020-03-01 to 2020-03-07,0.0,No,51.5281094688037,0.0,0.909090909090909,1.58776163413435,0.733788395904437,69.49,78,0,244.4,1,0,158714
New York,36091,2020-03-01 to 2020-03-07,0.0,No,52.3260339635859,0.0,0.909090909090909,2.09168069676285,0.733788395904437,70.04,91,0,271.1,1,0,229863
Pennsylvania,42043,2020-03-01 to 2020-03-07,0.0148148148148148,No,48.5321078882792,0.0,0.909090909090909,2.99066830998315,0.733788395904437,86.68,135,2,510.6,1,0,278299
California,6071,2020-03-01 to 2020-03-07,0.0042553191489361,No,44.8316707239275,0.0,0.909090909090909,2.59022010609678,0.733788395904437,95.27,1880,8,101.5,1,0,2180085
Utah,49011,2020-03-01 to 2020-03-07,0.0084033613445378,No,67.5460034502297,0.0,0.909090909090909,1.59305279325759,0.733788395904437,99.08,119,1,1025.8,1,0,355481
New Jersey,34031,2020-03-01 to 2020-03-07,0.0,No,38.8319137841101,0.0,0.909090909090909,2.79698540928529,0.733788395904437,97.59,270,0,2715.3,1,0,501826
Minnesota,27037,2020-03-01 to 2020-03-07,0.0048309178743961,No,47.4682549136029,0.0,0.909090909090909,3.12059316443717,0.733788395904437,95.07,207,1,709.0,1,0,429021
Tennessee,47075,2020-03-01 to 2020-03-07,0.2,No,44.8316949657798,0.0,0.909090909090909,1.95330559408229,0.733788395904437,52.58,5,1,35.2,1,0,17304
Missouri,29077,2020-03-01 to 2020-03-07,0.0,No,64.6038384799835,0.0,0.909090909090909,5.68229120462936,0.733788395904437,86.0,39,0,407.5,1,0,293086
New Jersey,34035,2020-03-01 to 2020-03-07,0.0060240963855421,No,43.5347759616056,0.0,0.909090909090909,2.53728711534837,0.733788395904437,94.21,166,1,1071.7,1,0,328934
Georgia,13063,2020-03-01 to 2020-03-07,0.0,No,13.3944870390795,0.0,0.909090909090909,3.90924395050914,0.733788395904437,99.11,121,0,1832.5,1,0,292256
Arkansas,5051,2020-03-01 to 2020-03-07,0.0,No,67.9596202003554,0.0,0.909090909090909,6.11051858410641,0.733788395904437,63.1,28,0,141.7,1,0,99386
Kansas,20015,2020-03-01 to 2020-03-07,0.0,No,74.3213296399178,0.0,0.909090909090909,2.6692173185276,0.733788395904437,59.53,37,0,46.1,1,0,66911
Oklahoma,40027,2020-03-01 to 2020-03-07,0.0,No,61.692294018344,0.0,0.909090909090909,4.79025681832586,0.733788395904437,83.12,340,0,474.7,1,0,284014
West Virginia,54061,2020-03-01 to 2020-03-07,0.0044642857142857,No,55.6475674359121,0.0,0.909090909090909,3.97208650532137,0.733788395904437,73.14,224,1,267.1,1,0,105612
South Carolina,45079,2020-03-01 to 2020-03-07,0.0,No,32.7345272223858,0.0,0.909090909090909,3.48302742694686,0.733788395904437,90.93,173,0,507.9,1,0,415759
Texas,48473,2020-03-01 to 2020-03-07,0.0098522167487684,No,64.6935890343827,0.0,0.909090909090909,3.52242696303805,0.733788395904437,38.36,203,2,84.1,1,0,55246
Pennsylvania,42089,2020-03-01 to 2020-03-07,0.0,No,49.8239989943086,0.0,0.909090909090909,3.45273123432646,0.733788395904437,61.65,37,0,279.2,1,0,170271
Louisiana,22105,2020-03-01 to 2020-03-07,0.0096153846153846,No,66.7946143852799,0.0,0.909090909090909,4.64907463749833,0.733788395904437,59.07,104,1,153.0,1,0,134758
South Carolina,45019,2020-03-01 to 2020-03-07,0.0,No,45.7953141264004,0.0,0.909090909090909,4.06459798836186,0.733788395904437,89.12,149,0,382.3,1,0,411406
Oklahoma,40017,2020-03-01 to 2020-03-07,0.0,No,77.4067977147345,0.0,0.909090909090909,4.6161315118741,0.733788395904437,77.49,42,0,128.9,1,0,148306
Indiana,18043,2020-03-01 to 2020-03-07,0.0142857142857143,No,60.5864389526566,0.0,0.909090909090909,3.6613942589338,0.733788395904437,79.67,70,1,504.1,1,0,78522
Florida,12001,2020-03-01 to 2020-03-07,0.0,No,38.1980090853745,0.0,0.909090909090909,3.4633868935449,0.733788395904437,78.81,223,0,282.7,1,0,269043
Idaho,16001,2020-03-01 to 2020-03-07,0.0035971223021582,No,55.333364812549,0.0,0.909090909090909,2.29719656053839,0.733788395904437,94.53,278,1,372.8,1,0,481587
New Hampshire,33009,2020-03-01 to 2020-03-07,0.0,No,40.004208754218,0.0,0.909090909090909,2.6678236877823,0.733788395904437,31.28,44,0,52.2,1,0,89886
Washington,53011,2020-03-01 to 2020-03-07,0.0150943396226415,No,49.970488782948,0.0,0.909090909090909,2.39594790277752,0.733788395904437,86.23,265,4,676.2,1,0,488241
North Carolina,37063,2020-03-01 to 2020-03-07,0.0020876826722338,No,19.0090139231892,0.0,0.909090909090909,2.29837505598965,0.733788395904437,94.37,479,1,935.7,1,0,321488
New York,36007,2020-03-01 to 2020-03-07,0.0,No,51.9545907298362,0.0,0.909090909090909,2.40225106043425,0.733788395904437,73.94,72,0,284.2,1,0,190488
Kentucky,21111,2020-03-01 to 2020-03-07,0.0061274509803921,No,42.966447686946,0.0,0.909090909090909,3.44411593242709,0.733788395904437,98.63,816,5,1948.1,1,0,766757
Minnesota,27019,2020-03-01 to 2020-03-07,0.0,No,57.4646494610835,0.0,0.909090909090909,1.76326732579052,0.733788395904437,81.17,30,0,256.9,1,0,105089
California,6067,2020-03-01 to 2020-03-07,0.0046296296296296,No,37.3230278942756,0.0,0.909090909090909,2.5933309193342,0.733788395904437,97.94,1080,5,1470.8,1,0,1552058
California,6031,2020-03-01 to 2020-03-07,0.0,No,57.4864900487566,0.0,0.909090909090909,2.07532365633582,0.733788395904437,89.15,77,0,110.1,1,0,152940
Georgia,13047,2020-03-01 to 2020-03-07,0.0666666666666667,No,81.3921729291374,0.0,0.909090909090909,6.78751109795798,0.733788395904437,71.9,15,1,394.3,1,0,67580
Indiana,18157,2020-03-01 to 2020-03-07,0.0062111801242236,No,53.0249663317296,0.0,0.909090909090909,3.6641938977786,0.733788395904437,85.5,161,1,345.7,1,0,195732
South Carolina,45063,2020-03-01 to 2020-03-07,0.0128205128205128,No,69.4432609621736,0.0,0.909090909090909,5.27196652719665,0.733788395904437,74.72,234,3,375.4,1,0,298750
North Carolina,37089,2020-03-01 to 2020-03-07,0.0,No,64.3761662348828,0.0,0.909090909090909,2.7840942963966,0.733788395904437,66.73,37,0,286.1,1,0,117417
Michigan,26025,2020-03-01 to 2020-03-07,0.0,No,56.5911255683708,0.0,0.909090909090909,3.12315983273578,0.733788395904437,69.02,24,0,192.8,1,0,134159
Indiana,18067,2020-03-01 to 2020-03-07,0.02,No,67.8561192318997,0.0,0.909090909090909,4.67992828067455,0.733788395904437,78.46,50,1,282.4,1,0,82544
